primary_key	age	gender	product_key	product	gross_revenue	discount	NPS_score	Churn_risk
4207	46	female	2	medium	18.5	1.5	6	0.36
4208	42	male	3	large	35.73	4.27	8	0.513
4209	45	female	1	small	12.81	2.19	5	0.588
4210	33	female	1	small	14.69	5.31	4	0.373
4211	60	male	2	medium	16.91	3.09	5	0.673
4212	42	male	2	medium	23.88	1.12	2	0.498
4213	42	male	1	small	5.83	4.17	4	0.738
4214	29	female	3	large	36.21	3.79	4	0.454
4215	46	male	2	medium	23.41	1.59	5	0.476
4216	52	unknown	1	small	7.94	2.06	5	0.423
4217	57	male	3	large	30.33	4.67	7	0.264
4218	54	male	3	large	39.97	5.03	6	0.234
4219	25	male	2	medium	20.88	4.12	4	0.404
4220	53	female	3	large	34.96	5.04	3	0.543
4221	29	male	3	large	34.23	5.77	7	0.533
4222	54	female	2	medium	22.2	2.8	1	0.544
4223	53	male	3	large	39.26	5.74	7	0.72
4224	51	unknown	2	medium	23.12	1.88	2	0.635
4225	25	male	2	medium	20.58	4.42	4	0.644
4226	24	male	1	small	10.79	4.21	2	0.587
4227	46	male	2	medium	24.63	5.37	4	0.37
4228	51	female	1	small	6.19	3.81	2	0.718
4229	35	male	2	medium	22.35	2.65	6	0.816
4230	39	female	1	small	10.91	4.09	5	0.941
4231	37	male	2	medium	16.91	3.09	5	0.575
4232	46	male	3	large	39.4	5.6	5	0.804
4233	20	female	3	large	37.42	2.58	4	0.388
4234	22	female	2	medium	16.01	3.99	3	0.988
4235	37	female	1	small	7.73	2.27	4	0.463
4236	47	male	1	small	13.12	1.88	6	0.177
4237	20	male	2	medium	16.54	3.46	4	0.137
4238	30	female	2	medium	22.09	2.91	6	0.269
4239	46	male	2	medium	17.96	2.04	8	0.125
4240	37	female	1	small	5.64	4.36	6	0.935
4241	19	male	3	large	31.67	3.33	5	0.345
4242	24	male	2	medium	23.2	1.8	5	0.264
4243	24	male	2	medium	22.71	2.29	1	0.108
4244	35	female	3	large	31.62	3.38	6	0.682
4245	42	unknown	1	small	13.52	1.48	6	0.383
4246	35	male	2	medium	15.61	4.39	4	0.566
4247	31	male	3	large	37.31	2.69	3	0.372
4248	35	male	3	large	33.33	1.67	4	0.712
4249	47	male	1	small	13.94	1.06	3	0.289
4250	29	unknown	2	medium	16.7	3.3	1	0.225
4251	31	male	2	medium	21.14	3.86	4	0.548
4252	52	male	2	medium	18.91	1.09	6	0.856
4253	44	female	3	large	30.42	4.58	6	0.687
4254	45	male	2	medium	24.4	5.6	5	0.601
4255	34	unknown	2	medium	21.89	3.11	8	0.35
4256	51	unknown	1	small	13.24	1.76	8	0.761
4257	50	female	2	medium	21.01	3.99	3	0.316
4258	52	male	2	medium	16.01	3.99	3	0.449
4259	52	unknown	2	medium	17.48	2.52	4	0.367
4260	53	female	1	small	11.42	3.58	5	0.826
4261	20	male	1	small	6.41	3.59	2	0.754
4262	26	male	2	medium	20.74	4.26	3	0.299
4263	41	male	2	medium	23.62	1.38	5	0.31
4264	22	unknown	3	large	34.54	5.46	1	0.593
4265	21	female	1	small	10.09	4.91	5	0.476
4266	42	male	2	medium	23.4	1.6	2	0.597
4267	44	unknown	2	medium	22.91	2.09	6	0.365
4268	45	female	2	medium	22.35	2.65	2	0.712
4269	27	male	2	medium	15.5	4.5	4	0.147
4270	46	unknown	2	medium	18.08	1.92	3	0.567
4271	50	male	1	small	11.28	3.72	5	0.188
4272	25	male	2	medium	17.21	2.79	3	0.631
4273	59	female	3	large	33.08	1.92	9	0.478
4274	46	male	1	small	11.23	3.77	6	0.549
4275	43	female	2	medium	15.84	4.16	6	0.262
4276	59	male	2	medium	20.35	4.65	9	0.977
4277	22	male	1	small	6.9	3.1	5	0.278
4278	31	unknown	2	medium	20.78	4.22	7	0.497
4279	54	female	3	large	39.3	5.7	2	0.55
4280	43	male	1	small	6.64	3.36	8	0.586
4281	58	female	3	large	35.85	4.15	7	0.402
4282	47	male	2	medium	22.01	2.99	2	0.777
4283	24	female	1	small	14.61	5.39	3	0.304
4284	25	male	2	medium	20.37	4.63	4	0.484
4285	57	unknown	2	medium	22.16	2.84	1	0.563
4286	26	male	1	small	10.87	4.13	3	0.486
4287	46	female	2	medium	18.95	1.05	5	0.434
4288	28	unknown	3	large	30.94	4.06	4	0.663
4289	38	female	1	small	8.38	1.62	6	0.198
4290	59	unknown	2	medium	15.34	4.66	4	0.856
4291	58	male	3	large	37.92	2.08	5	0.338
4292	56	female	2	medium	17.47	2.53	4	0.382
4293	39	male	3	large	37.31	2.69	2	0.262
4294	33	male	2	medium	18.3	1.7	7	0.073
4295	27	female	1	small	14.24	5.76	3	0.161
4296	41	male	2	medium	17.61	2.39	2	0.046
4297	50	unknown	2	medium	22.47	2.53	7	0.178
4298	31	male	2	medium	18.81	1.19	5	0.714
4299	38	male	1	small	11.43	3.57	2	0.437
4300	59	unknown	3	large	31.89	3.11	5	0.791
4301	26	male	2	medium	24.93	5.07	4	0.114
4302	39	male	2	medium	22.61	2.39	1	0.278
4303	20	female	1	small	13.55	1.45	3	0.419
4304	53	male	2	medium	20.74	4.26	5	0.573
4305	23	male	2	medium	22.33	2.67	5	0.084
4306	28	unknown	2	medium	15.28	4.72	3	0.345
4307	39	female	2	medium	21.98	3.02	2	0.126
4308	52	male	2	medium	24.84	5.16	2	0.447
4309	45	male	2	medium	15.77	4.23	2	0.329
4310	58	unknown	2	medium	23.4	1.6	6	0.538
4311	53	male	1	small	9.31	5.69	8	0.139
4312	48	female	3	large	36.56	3.44	4	0.438
4313	31	male	2	medium	19.34	5.66	4	0.47
4314	22	unknown	2	medium	17.63	2.37	6	0.64
4315	58	unknown	2	medium	18.15	1.85	9	0.329
4316	57	female	1	small	7.18	2.82	4	0.524
4317	19	male	2	medium	20.67	4.33	5	0.435
4318	44	female	2	medium	18.81	1.19	4	0.648
4319	43	unknown	3	large	35.69	4.31	7	0.459
4320	26	male	2	medium	16.21	3.79	4	0.601
4321	30	male	2	medium	16.74	3.26	1	0.578
4322	59	female	3	large	39.75	5.25	4	0.324
4323	44	male	3	large	32.26	2.74	6	0.584
4324	42	unknown	3	large	39.41	5.59	5	0.063
4325	31	female	1	small	10.2	4.8	3	0.037
4326	43	unknown	2	medium	16.74	3.26	3	0.782
4327	52	male	2	medium	23.9	1.1	4	0.58
4328	19	unknown	3	large	34.92	5.08	1	0.54
4329	55	male	2	medium	17.39	2.61	1	0.377
4330	38	female	2	medium	16.2	3.8	5	0.282
4331	29	male	2	medium	15.4	4.6	6	0.882
4332	54	male	2	medium	22.16	2.84	5	0.495
4333	54	male	2	medium	17.66	2.34	2	0.17
4334	48	male	2	medium	16.16	3.84	4	0.521
4335	55	male	1	small	7.98	2.02	1	0.32
4336	49	unknown	2	medium	17.71	2.29	2	0.499
4337	56	male	1	small	6.54	3.46	2	0.637
4338	30	unknown	3	large	31.8	3.2	5	0.949
4339	23	unknown	3	large	30.16	4.84	7	0.516
4340	36	male	3	large	31.14	3.86	3	0.614
4341	29	female	1	small	5.39	4.61	4	0.981
4342	36	male	2	medium	19.25	5.75	6	0.103
4343	30	unknown	2	medium	17.47	2.53	8	0.447
4344	40	male	2	medium	19.39	5.61	3	0.529
4345	20	female	2	medium	21.76	3.24	4	0.703
4346	39	male	3	large	34.71	5.29	1	0.178
4347	48	male	2	medium	15.27	4.73	6	0.942
4348	46	male	2	medium	23.57	1.43	6	0.74
4349	31	female	3	large	31.68	3.32	3	0.467
4350	29	male	2	medium	18.72	1.28	4	0.466
4351	32	male	2	medium	16.97	3.03	1	0.118
4352	43	unknown	1	small	6.86	3.14	4	0.828
4353	19	female	2	medium	22.87	2.13	6	0.65
4354	39	male	2	medium	23.36	1.64	6	0.362
4355	33	unknown	2	medium	21.03	3.97	2	0.67
4356	41	male	1	small	10.12	4.88	9	0.661
4357	32	female	1	small	6.56	3.44	2	0.317
4358	52	male	2	medium	23.3	1.7	2	0.323
4359	56	unknown	1	small	13.78	1.22	7	0.647
4360	59	unknown	2	medium	21.95	3.05	5	0.364
4361	45	female	1	small	13.01	1.99	3	0.426
4362	55	unknown	3	large	39.85	5.15	6	0.221
4363	21	unknown	3	large	36.5	3.5	4	0.406
4364	51	female	3	large	33.42	1.58	3	0.613
4365	38	unknown	1	small	8.21	1.79	2	0.32
4366	35	female	3	large	32.71	2.29	2	0.379
4367	48	unknown	1	small	10.98	4.02	3	0.209
4368	31	male	1	small	9.48	5.52	4	0.826
4369	37	female	2	medium	15.14	4.86	6	0.323
4370	21	female	3	large	30.93	4.07	3	0.132
4371	50	male	3	large	39.42	5.58	9	0.592
4372	58	unknown	2	medium	24.66	5.34	3	0.334
4373	51	female	3	large	37.99	2.01	4	0.351
4374	58	male	3	large	34.45	5.55	4	0.219
4375	59	male	2	medium	21.07	3.93	5	0.845
4376	23	male	2	medium	19.53	5.47	6	0.373
4377	43	unknown	2	medium	19.02	5.98	3	0.263
4378	22	male	3	large	39.5	5.5	8	0.376
4379	23	male	1	small	6.64	3.36	4	0.456
4380	31	female	2	medium	16.51	3.49	7	0.524
4381	53	male	2	medium	18.39	1.61	6	0.556
4382	27	unknown	2	medium	24.34	5.66	1	0.197
4383	32	male	2	medium	16.5	3.5	8	0.249
4384	46	male	2	medium	22	3	8	0.182
4385	58	male	1	small	12.57	2.43	4	0.463
4386	53	female	2	medium	19.5	5.5	5	0.544
4387	59	unknown	2	medium	15.24	4.76	6	0.853
4388	51	male	2	medium	19.72	5.28	5	0.517
4389	44	female	2	medium	19.48	5.52	5	0.312
4390	26	female	2	medium	24.83	5.17	2	0.472
4391	30	male	2	medium	24.58	5.42	6	0.674
4392	27	female	3	large	37.71	2.29	6	0.675
4393	30	unknown	3	large	34.83	5.17	3	0.504
4394	37	male	2	medium	19.47	5.53	4	0.688
4395	43	male	3	large	35.92	4.08	3	0.379
4396	28	male	2	medium	23.27	1.73	6	0.254
4397	28	male	1	small	14.58	5.42	6	0.534
4398	33	female	3	large	34.89	5.11	3	0.484
4399	58	male	2	medium	17.66	2.34	5	0.667
4400	50	male	2	medium	16.36	3.64	2	0.045
4401	20	unknown	3	large	37.42	2.58	2	0.156
4402	38	male	1	small	8.43	1.57	6	0.513
4403	19	male	3	large	39.51	5.49	3	0.549
4404	18	male	2	medium	20.08	4.92	2	0.407
4405	56	unknown	3	large	39.66	5.34	7	0.24
4406	45	female	1	small	11.07	3.93	1	0.341
4407	39	female	2	medium	21.91	3.09	7	0.409
4408	23	male	3	large	31.83	3.17	3	0.853
4409	42	male	2	medium	18.04	1.96	1	0.031
4410	51	female	3	large	37.66	2.34	8	0.527
4411	27	unknown	2	medium	18.55	1.45	5	0.173
4412	57	unknown	3	large	30.73	4.27	5	0.341
4413	30	male	2	medium	15.22	4.78	6	0.131
4414	40	male	3	large	30.22	4.78	6	0.865
4415	41	female	1	small	7.41	2.59	3	0.282
4416	30	unknown	1	small	10.12	4.88	5	0.591
4417	44	male	2	medium	17.87	2.13	5	0.117
4418	44	male	2	medium	18.62	1.38	1	0.585
4419	43	unknown	2	medium	16.28	3.72	4	0.399
4420	27	male	3	large	31.19	3.81	1	0.18
4421	58	female	1	small	9.35	5.65	5	0.54
4422	36	unknown	2	medium	16.42	3.58	6	0.714
4423	18	male	3	large	38.32	1.68	4	0.232
4424	57	male	1	small	13.49	1.51	6	0.607
4425	41	male	3	large	38.05	1.95	3	0.219
4426	40	male	2	medium	23.93	1.07	5	0.856
4427	24	male	3	large	36.1	3.9	2	0.558
4428	48	unknown	2	medium	20.12	4.88	5	0.28
4429	53	unknown	2	medium	16.79	3.21	4	0.618
4430	57	unknown	1	small	7.79	2.21	5	0.085
4431	50	male	2	medium	19.81	5.19	5	0.58
4432	58	female	2	medium	20.95	4.05	4	0.334
4433	24	male	1	small	14.87	5.13	1	0.305
4434	40	female	1	small	10.06	4.94	4	0.39
4435	57	female	1	small	9.29	5.71	5	0.442
4436	47	female	2	medium	19.72	5.28	4	0.379
4437	55	male	1	small	14.68	5.32	3	0.865
4438	44	unknown	3	large	39.48	5.52	6	0.631
4439	31	unknown	1	small	7.16	2.84	3	0.857
4440	53	female	2	medium	20.37	4.63	2	0.663
4441	40	female	2	medium	15.03	4.97	5	0.074
4442	19	male	3	large	31.78	3.22	5	0.725
4443	37	male	2	medium	15.7	4.3	7	0.528
4444	47	unknown	1	small	8.87	1.13	6	0.79
4445	58	unknown	1	small	8.56	1.44	4	0.482
4446	45	male	2	medium	17.96	2.04	6	0.266
4447	47	male	3	large	36.03	3.97	2	0.209
4448	36	male	2	medium	24.55	5.45	4	0.308
4449	22	unknown	1	small	11.34	3.66	6	0.455
4450	39	female	1	small	5.52	4.48	4	0.89
4451	37	female	1	small	10.29	4.71	4	0.876
4452	24	unknown	2	medium	24.46	5.54	2	0.768
4453	46	unknown	2	medium	21.49	3.51	3	0.415
4454	52	female	2	medium	16.14	3.86	1	0.526
4455	51	female	2	medium	16.93	3.07	2	0.104
4456	49	male	2	medium	17.77	2.23	6	0.386
4457	45	male	2	medium	19.94	5.06	4	0.735
4458	31	male	2	medium	22.42	2.58	7	0.544
4459	48	male	3	large	34.66	5.34	2	0.574
4460	35	unknown	1	small	14.26	5.74	5	0.677
4461	56	unknown	2	medium	22.48	2.52	4	0.164
4462	27	female	2	medium	21.12	3.88	5	0.548
4463	30	female	2	medium	16.62	3.38	6	0.377
4464	41	female	2	medium	23.67	1.33	3	0.429
4465	28	female	2	medium	18.26	1.74	3	0.474
4466	21	male	1	small	9.71	5.29	5	0.549
4467	36	female	2	medium	21.55	3.45	5	0.412
4468	21	male	1	small	5.22	4.78	4	0.182
4469	23	male	2	medium	24.24	5.76	7	0.68
4470	29	female	2	medium	18.28	1.72	1	0.334
4471	40	female	2	medium	18.91	1.09	7	0.214
4472	19	unknown	1	small	13.78	1.22	5	0.613
4473	47	unknown	3	large	30.31	4.69	6	0.229
4474	21	female	2	medium	17.66	2.34	2	0.3
4475	39	unknown	3	large	36.64	3.36	7	0.433
4476	60	female	1	small	6.61	3.39	5	0.146
4477	24	unknown	2	medium	17.25	2.75	2	0.298
4478	28	female	2	medium	21.86	3.14	2	0.741
4479	24	female	2	medium	18.92	1.08	6	0.44
4480	19	male	2	medium	15.61	4.39	6	0.334
4481	49	female	3	large	35.4	4.6	2	0.364
4482	31	male	2	medium	22.28	2.72	3	0.389
4483	44	unknown	2	medium	20.71	4.29	6	0.376
4484	28	female	2	medium	19.7	5.3	4	0.682
4485	57	male	2	medium	16.76	3.24	5	0.853
4486	29	male	1	small	13.86	1.14	1	0.555
4487	50	female	2	medium	21.32	3.68	2	0.213
4488	51	unknown	2	medium	16.05	3.95	4	0.348
4489	21	male	1	small	7.04	2.96	5	0.35
4490	30	male	1	small	8.74	1.26	4	0.487
4491	32	unknown	1	small	12.6	2.4	9	0.418
4492	47	male	2	medium	22.44	2.56	1	0.311
4493	52	male	2	medium	15.22	4.78	6	0.372
4494	22	unknown	1	small	9.94	5.06	3	0.584
4495	26	female	2	medium	21.86	3.14	1	0.493
4496	33	male	3	large	31.87	3.13	6	0.421
4497	58	female	2	medium	19.71	5.29	1	0.681
4498	19	unknown	2	medium	21.14	3.86	4	0.258
4499	22	male	2	medium	23.86	1.14	9	0.63
4500	51	female	3	large	35.19	4.81	1	0.417
4501	51	male	1	small	8.29	1.71	4	0.114
4502	51	male	2	medium	17.94	2.06	3	0.546
4503	23	unknown	3	large	33.4	1.6	5	0.034
4504	24	female	2	medium	19.82	5.18	2	0.318
4505	22	female	2	medium	20.63	4.37	5	0.526
4506	18	male	2	medium	15.12	4.88	3	0.482
4507	24	female	2	medium	19.67	5.33	4	0.682
4508	59	unknown	2	medium	17.09	2.91	7	0.328
4509	59	unknown	2	medium	16.74	3.26	3	0.364
4510	21	male	2	medium	22.4	2.6	3	0.266
4511	18	female	2	medium	15.7	4.3	1	0.944
4512	59	unknown	2	medium	18.39	1.61	5	0.351
4513	40	male	3	large	30.01	4.99	1	0.425
4514	31	unknown	2	medium	24.86	5.14	4	0.595
4515	58	female	1	small	12.61	2.39	9	0.219
4516	45	unknown	2	medium	20.63	4.37	1	0.703
4517	31	unknown	3	large	39.15	5.85	9	0.385
4518	41	male	2	medium	23.94	1.06	5	0.409
4519	21	unknown	2	medium	20.63	4.37	6	0.467
4520	57	male	2	medium	15.03	4.97	6	0.621
4521	54	male	1	small	13.59	1.41	2	0.118
4522	54	female	1	small	8.21	1.79	3	0.514
4523	23	male	3	large	36.56	3.44	7	0.745
4524	35	female	2	medium	21.51	3.49	8	0.385
4525	25	unknown	2	medium	16.56	3.44	2	0.453
4526	21	female	2	medium	17.03	2.97	4	0.458
4527	22	female	2	medium	20.17	4.83	9	0.439
4528	25	male	2	medium	16.6	3.4	6	0.109
4529	48	male	2	medium	21.73	3.27	6	0.211
4530	37	male	3	large	31.75	3.25	5	0.516
4531	38	male	2	medium	20.76	4.24	7	0.768
4532	42	male	2	medium	17.75	2.25	2	0.567
4533	38	unknown	1	small	10.99	4.01	4	0.137
4534	33	unknown	1	small	13.3	1.7	3	0.545
4535	40	male	2	medium	16.53	3.47	5	0.371
4536	22	male	2	medium	16.68	3.32	4	0.353
4537	49	female	2	medium	19.84	5.16	1	0.747
4538	47	male	3	large	35.49	4.51	4	0.735
4539	49	male	2	medium	20.36	4.64	7	0.647
4540	34	unknown	2	medium	17.27	2.73	4	0.571
4541	40	male	1	small	8.83	1.17	5	0.68
4542	25	female	2	medium	21.81	3.19	8	0.687
4543	25	male	2	medium	24.45	5.55	8	0.519
4544	32	male	3	large	36.24	3.76	3	0.103
4545	51	male	3	large	38.05	1.95	9	0.344
4546	59	unknown	1	small	9.52	5.48	3	0.49
4547	52	unknown	2	medium	24.52	5.48	5	0.236
4548	26	male	1	small	5.68	4.32	4	0.352
4549	50	female	3	large	33.2	1.8	6	0.953
4550	53	unknown	2	medium	22.57	2.43	4	0.253
4551	47	male	1	small	9.79	5.21	4	0.354
4552	58	unknown	2	medium	15.25	4.75	6	0.718
4553	31	female	3	large	35.23	4.77	3	0.485
4554	52	female	2	medium	22.94	2.06	2	0.355
4555	45	female	1	small	6.88	3.12	5	0.637
4556	56	male	2	medium	15.84	4.16	4	0.327
4557	40	male	1	small	9.35	5.65	2	0.21
4558	50	male	3	large	39.78	5.22	3	0.482
4559	21	female	2	medium	21.34	3.66	5	0.671
4560	46	female	1	small	11.13	3.87	6	0.286
4561	59	male	2	medium	23.86	1.14	2	0.431
4562	25	male	3	large	39.28	5.72	4	0.689
4563	34	male	1	small	11.34	3.66	6	0.419
4564	42	unknown	1	small	10.8	4.2	3	0.481
4565	35	unknown	2	medium	23.1	1.9	4	0.421
4566	52	male	2	medium	20.61	4.39	6	0.333
4567	37	female	3	large	31.6	3.4	7	0.172
4568	21	female	2	medium	18.43	1.57	4	0.477
4569	42	female	3	large	39.29	5.71	4	0.33
4570	34	male	3	large	30.52	4.48	5	0.432
4571	28	male	1	small	11.87	3.13	3	0.901
4572	54	male	2	medium	23.4	1.6	3	0.241
4573	29	male	2	medium	20.49	4.51	7	0.139
4574	45	male	2	medium	19.5	5.5	3	0.129
4575	22	unknown	1	small	5.94	4.06	4	0.594
4576	24	male	1	small	8.45	1.55	3	0.227
4577	34	unknown	3	large	31.03	3.97	4	0.184
4578	22	male	3	large	30.78	4.22	6	0.34
4579	40	male	2	medium	22.71	2.29	9	0.583
4580	21	male	2	medium	16.98	3.02	6	0.6
4581	46	unknown	2	medium	23.84	1.16	6	0.451
4582	41	male	2	medium	20.24	4.76	4	0.35
4583	21	male	3	large	32.88	2.12	6	0.551
4584	21	female	2	medium	21.26	3.74	4	0.531
4585	41	unknown	2	medium	18.19	1.81	1	0.488
4586	44	male	3	large	30.23	4.77	5	0.321
4587	43	male	2	medium	16.84	3.16	2	0.5
4588	33	unknown	3	large	32.08	2.92	9	0.32
4589	40	male	2	medium	21.35	3.65	4	0.364
4590	19	unknown	3	large	38.67	1.33	5	0.173
4591	34	unknown	1	small	6.54	3.46	3	0.631
4592	34	female	2	medium	19.48	5.52	6	0.515
4593	52	female	3	large	36.42	3.58	3	0.423
4594	22	male	2	medium	23.46	1.54	5	0.353
4595	54	male	2	medium	17.59	2.41	4	0.56
4596	47	male	2	medium	24.92	5.08	2	0.47
4597	59	male	2	medium	23.39	1.61	4	0.367
4598	38	male	3	large	33.65	1.35	5	0.565
4599	31	unknown	2	medium	24.49	5.51	9	0.546
4600	19	female	3	large	39.77	5.23	3	0.459
4601	30	male	1	small	8.49	1.51	3	0.519
4602	58	male	2	medium	17.82	2.18	9	0.924
4603	39	female	2	medium	19.56	5.44	1	0.42
4604	54	female	3	large	38.28	1.72	1	0.374
4605	18	male	3	large	31.75	3.25	4	0.78
4606	25	male	2	medium	23.32	1.68	2	0.172
4607	24	female	2	medium	24.59	5.41	5	0.435
4608	31	female	3	large	31.32	3.68	2	0.274
4609	28	unknown	3	large	33.66	1.34	5	0.425
4610	46	female	1	small	11.59	3.41	5	0.588
4611	42	male	1	small	8.71	1.29	6	0.273
4612	33	female	1	small	14.01	5.99	5	0.591
4613	51	female	2	medium	23.07	1.93	6	0.539
4614	30	female	2	medium	23.99	1.01	5	0.513
4615	57	unknown	2	medium	15.38	4.62	7	0.57
4616	59	female	3	large	32.1	2.9	2	0.014
4617	47	unknown	2	medium	19.13	5.87	3	0.482
4618	39	male	1	small	12.89	2.11	2	0.653
4619	47	female	3	large	39.96	5.04	2	0.484
4620	27	male	1	small	6.98	3.02	3	0.428
4621	47	female	3	large	38.42	1.58	7	0.461
4622	32	female	3	large	30.59	4.41	6	0.2
4623	51	female	2	medium	17.84	2.16	9	0.332
4624	36	unknown	1	small	5.59	4.41	5	0.118
4625	39	unknown	1	small	7.26	2.74	5	0.759
4626	46	male	2	medium	15.46	4.54	3	0.189
4627	58	unknown	2	medium	22.09	2.91	4	0.47
4628	49	male	2	medium	24.07	5.93	7	0.43
4629	32	female	2	medium	17.93	2.07	3	0.439
4630	19	female	2	medium	20.19	4.81	5	0.146
4631	48	unknown	2	medium	16.51	3.49	1	0.097
4632	55	male	3	large	30.36	4.64	6	0.685
4633	54	male	2	medium	15.26	4.74	5	0.228
4634	23	unknown	1	small	6.65	3.35	9	0.325
4635	29	male	2	medium	17.82	2.18	3	0.12
4636	54	male	2	medium	20.33	4.67	5	0.074
4637	29	female	2	medium	16.95	3.05	3	0.488
4638	22	female	2	medium	16.58	3.42	3	0.596
4639	27	unknown	3	large	37.71	2.29	7	0.267
4640	59	female	1	small	6.72	3.28	4	0.513
4641	44	female	2	medium	23.84	1.16	4	0.229
4642	35	male	2	medium	21.9	3.1	3	0.362
4643	44	female	2	medium	18.68	1.32	2	0.363
4644	39	male	1	small	13.72	1.28	9	0.516
4645	20	male	2	medium	21.85	3.15	3	0.587
4646	31	male	1	small	11.96	3.04	4	0.556
4647	48	male	2	medium	20.45	4.55	3	0.65
4648	59	female	2	medium	18.5	1.5	4	0.2
4649	33	female	2	medium	24.48	5.52	4	0.467
4650	49	female	3	large	37.48	2.52	7	0.566
4651	58	female	1	small	10.02	4.98	4	0.284
4652	45	male	3	large	35.69	4.31	5	0.506
4653	50	unknown	1	small	10.26	4.74	5	0.166
4654	43	unknown	1	small	14.66	5.34	5	0.626
4655	42	male	3	large	31.28	3.72	3	0.414
4656	18	male	2	medium	15.9	4.1	7	0.246
4657	40	female	2	medium	24.66	5.34	2	0.966
4658	29	female	2	medium	21.24	3.76	6	0.654
4659	21	male	2	medium	16.77	3.23	8	0.359
4660	43	male	1	small	13.63	1.37	3	0.095
4661	38	female	3	large	39.61	5.39	2	0.172
4662	34	female	3	large	39.38	5.62	2	0.816
4663	33	male	2	medium	16.54	3.46	2	0.858
4664	43	male	2	medium	15.81	4.19	3	0.533
4665	53	female	2	medium	15.34	4.66	3	0.674
4666	26	female	2	medium	21.07	3.93	4	0.119
4667	19	male	1	small	10.69	4.31	7	0.924
4668	41	female	2	medium	16.23	3.77	5	0.218
4669	54	male	1	small	9.76	5.24	3	0.397
4670	57	male	3	large	38.3	1.7	4	0.229
4671	41	unknown	1	small	12.53	2.47	1	0.685
4672	49	female	2	medium	16.9	3.1	1	0.908
4673	36	female	2	medium	24.77	5.23	6	0.509
4674	27	female	1	small	6.21	3.79	2	0.33
4675	20	male	2	medium	16.7	3.3	4	0.287
4676	19	unknown	2	medium	17.04	2.96	9	0.369
4677	42	female	2	medium	16.7	3.3	4	0.556
4678	52	unknown	2	medium	21.62	3.38	2	0.653
4679	46	unknown	1	small	14.98	5.02	4	0.479
4680	21	unknown	1	small	13.56	1.44	2	0.471
4681	21	male	2	medium	21.95	3.05	1	0.32
4682	38	unknown	1	small	12.38	2.62	3	0.379
4683	26	female	2	medium	18.89	1.11	6	0.42
4684	25	male	3	large	31.37	3.63	5	0.489
4685	40	unknown	2	medium	22.84	2.16	3	0.458
4686	32	unknown	1	small	12.81	2.19	4	0.027
4687	35	male	2	medium	23.03	1.97	1	0.452
4688	18	male	2	medium	18.76	1.24	3	0.111
4689	19	female	2	medium	21.41	3.59	4	0.31
4690	26	male	3	large	33.86	1.14	5	0.414
4691	38	unknown	1	small	11.38	3.62	3	0.715
4692	25	unknown	3	large	35.31	4.69	3	0.41
4693	27	unknown	2	medium	23.13	1.87	4	0.488
4694	57	female	3	large	33.66	1.34	4	0.798
4695	26	male	2	medium	15.1	4.9	2	0.714
4696	34	unknown	2	medium	16.38	3.62	4	0.547
4697	57	male	3	large	32.36	2.64	6	0.142
4698	25	unknown	2	medium	23.64	1.36	5	0.387
4699	26	male	3	large	38.24	1.76	1	0.822
4700	27	female	2	medium	16.79	3.21	6	0.667
4701	54	unknown	1	small	7.48	2.52	3	0.239
4702	30	male	1	small	8.98	1.02	3	0.14
4703	35	male	3	large	32.21	2.79	6	0.027
4704	40	male	1	small	10.78	4.22	6	0.556
4705	49	male	2	medium	23.13	1.87	2	0.355
4706	42	male	2	medium	19.35	5.65	4	0.346
4707	31	female	3	large	35.48	4.52	3	0.383
4708	54	male	2	medium	21.52	3.48	7	0.344
4709	57	unknown	1	small	13.16	1.84	8	0.71
4710	59	male	3	large	36.24	3.76	5	0.213
4711	25	male	2	medium	16.79	3.21	3	0.528
4712	39	female	2	medium	16.77	3.23	6	0.386
4713	47	male	1	small	7.56	2.44	5	0.124
4714	29	male	1	small	8.15	1.85	3	0.679
4715	26	male	2	medium	20.58	4.42	7	0.831
4716	55	unknown	2	medium	18.77	1.23	2	0.475
4717	44	male	1	small	9.65	5.35	6	0.579
4718	43	female	2	medium	22.44	2.56	5	0.578
4719	29	unknown	3	large	39.12	5.88	1	0.341
4720	55	unknown	1	small	12.28	2.72	4	0.413
4721	57	female	1	small	9.7	5.3	4	0.469
4722	38	female	1	small	12.59	2.41	4	0.488
4723	30	male	3	large	37.33	2.67	4	0.976
4724	53	unknown	2	medium	18.72	1.28	4	0.445
4725	50	unknown	2	medium	19.11	5.89	7	0.08
4726	24	male	1	small	9.83	5.17	5	0.416
4727	39	female	2	medium	16.2	3.8	5	0.504
4728	32	male	1	small	8.59	1.41	5	0.376
4729	47	female	3	large	37.37	2.63	5	0.451
4730	55	male	2	medium	22.35	2.65	4	0.279
4731	31	female	3	large	31.3	3.7	5	0.306
4732	56	unknown	1	small	9.2	5.8	4	0.419
4733	35	male	2	medium	21.72	3.28	2	0.556
4734	36	unknown	1	small	8.92	1.08	3	0.456
4735	37	male	3	large	32.54	2.46	4	0.343
4736	59	male	3	large	30.21	4.79	1	0.34
4737	26	unknown	2	medium	21.59	3.41	3	0.276
4738	18	female	2	medium	17.84	2.16	9	0.697
4739	25	male	3	large	32.91	2.09	1	0.439
4740	58	unknown	1	small	14.93	5.07	4	0.463
4741	20	male	3	large	37.04	2.96	2	0.465
4742	56	unknown	1	small	8.42	1.58	3	0.334
